original_id,Entity Group ID,Entity Category,Entity Subgroup ID,Name,original_classification_dict
8370,Firm,Irrigation,Irrigation Management,"Riverside Irrigation District, Limited","{'original_id': 8370, 'Name': 'Riverside Irrigation District, Limited', 'Entity Group ID': 'Firm', 'Entity Category': 'Irrigation', 'Entity Subgroup ID': 'Irrigation Management'}"
8371,Firm,,Contractor,Pond Irrigation Company,"{'original_id': 8371, 'Name': 'Pond Irrigation Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8372,Firm,,Contractor,North Slough Water Users Association Inc.,"{'original_id': 8372, 'Name': 'North Slough Water Users Association Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8373,Firm,,Contractor,"Heron River (Parkstone Subdivision) Homeowners' Association, Inc.","{'original_id': 8373, 'Name': ""Heron River (Parkstone Subdivision) Homeowners' Association, Inc."", 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8374,Agency,,Public Agency,Golden Gate Highway District No. 3,"{'original_id': 8374, 'Name': 'Golden Gate Highway District No. 3', 'Entity Group ID': 'Agency', 'Entity Category': None, 'Entity Subgroup ID': 'Public Agency'}"
8375,Firm,,Contractor,"Farmer's Union Ditch Company, Limited","{'original_id': 8375, 'Name': ""Farmer's Union Ditch Company, Limited"", 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8376,Firm,,Contractor,"Colt Place Subdivision #1 Homeowners Association, Inc.","{'original_id': 8376, 'Name': 'Colt Place Subdivision #1 Homeowners Association, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8378,Firm,,Contractor,Warm Springs Ditch Company,"{'original_id': 8378, 'Name': 'Warm Springs Ditch Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8379,Agency,,Public Agency,Teed Lateral,"{'original_id': 8379, 'Name': 'Teed Lateral', 'Entity Group ID': 'Agency', 'Entity Category': None, 'Entity Subgroup ID': 'Public Agency'}"
8380,Agency,Irrigation,Irrigation Management,Pioneer Irrigation District,"{'original_id': 8380, 'Name': 'Pioneer Irrigation District', 'Entity Group ID': 'Agency', 'Entity Category': 'Irrigation', 'Entity Subgroup ID': 'Irrigation Management'}"
8381,Agency,Irrigation,Irrigation Management,Caldwell Municipal Irrigation District,"{'original_id': 8381, 'Name': 'Caldwell Municipal Irrigation District', 'Entity Group ID': 'Agency', 'Entity Category': 'Irrigation', 'Entity Subgroup ID': 'Irrigation Management'}"
8383,Agency,Utility,Public Agency,Caldwell Water Department,"{'original_id': 8383, 'Name': 'Caldwell Water Department', 'Entity Group ID': 'Agency', 'Entity Category': 'Utility', 'Entity Subgroup ID': 'Public Agency'}"
8385,Firm,Construction - Excavating,Contractor,"Piatt Excavating, LLC","{'original_id': 8385, 'Name': 'Piatt Excavating, LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Construction - Excavating', 'Entity Subgroup ID': 'Contractor'}"
8387,Agency,,Public Agency,Nampa Highway District No.1,"{'original_id': 8387, 'Name': 'Nampa Highway District No.1', 'Entity Group ID': 'Agency', 'Entity Category': None, 'Entity Subgroup ID': 'Public Agency'}"
8388,Agency,,Public Agency,Canyon Highway District No. 4,"{'original_id': 8388, 'Name': 'Canyon Highway District No. 4', 'Entity Group ID': 'Agency', 'Entity Category': None, 'Entity Subgroup ID': 'Public Agency'}"
8389,Agency,,Public Agency,Notus-Parma Highway District No. 2,"{'original_id': 8389, 'Name': 'Notus-Parma Highway District No. 2', 'Entity Group ID': 'Agency', 'Entity Category': None, 'Entity Subgroup ID': 'Public Agency'}"
8390,Firm,Construction - Excavating,Contractor,Top Grade Excavation LLC,"{'original_id': 8390, 'Name': 'Top Grade Excavation LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Construction - Excavating', 'Entity Subgroup ID': 'Contractor'}"
8391,Agency,Utility,Public Agency,Eagle Ranch Water Company,"{'original_id': 8391, 'Name': 'Eagle Ranch Water Company', 'Entity Group ID': 'Agency', 'Entity Category': 'Utility', 'Entity Subgroup ID': 'Public Agency'}"
8392,Agency,,Public Agency,Drainage District No. 4,"{'original_id': 8392, 'Name': 'Drainage District No. 4', 'Entity Group ID': 'Agency', 'Entity Category': None, 'Entity Subgroup ID': 'Public Agency'}"
8393,Agency,Utility,Public Agency,Middleton Municipal Water System,"{'original_id': 8393, 'Name': 'Middleton Municipal Water System', 'Entity Group ID': 'Agency', 'Entity Category': 'Utility', 'Entity Subgroup ID': 'Public Agency'}"
8394,Agency,Utility,Public Agency,City of Nampa Water Department,"{'original_id': 8394, 'Name': 'City of Nampa Water Department', 'Entity Group ID': 'Agency', 'Entity Category': 'Utility', 'Entity Subgroup ID': 'Public Agency'}"
8395,Agency,Utility,Public Agency,City of Kuna Municipal Water,"{'original_id': 8395, 'Name': 'City of Kuna Municipal Water', 'Entity Group ID': 'Agency', 'Entity Category': 'Utility', 'Entity Subgroup ID': 'Public Agency'}"
8396,Firm,,Contractor,Avimor Water Reclamation Company,"{'original_id': 8396, 'Name': 'Avimor Water Reclamation Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8397,Firm,,Contractor,"Barber Valley Irrigation Co, Inc.","{'original_id': 8397, 'Name': 'Barber Valley Irrigation Co, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8398,Agency,Utility,Public Agency,Bench Sewer District,"{'original_id': 8398, 'Name': 'Bench Sewer District', 'Entity Group ID': 'Agency', 'Entity Category': 'Utility', 'Entity Subgroup ID': 'Public Agency'}"
8400,Firm,,Contractor,"ERD, LLC","{'original_id': 8400, 'Name': 'ERD, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8401,Agency,,Public Agency,Drainage District No. 2,"{'original_id': 8401, 'Name': 'Drainage District No. 2', 'Entity Group ID': 'Agency', 'Entity Category': None, 'Entity Subgroup ID': 'Public Agency'}"
8402,Agency,Utility,Public Agency,Northwest Boise Sewer District,"{'original_id': 8402, 'Name': 'Northwest Boise Sewer District', 'Entity Group ID': 'Agency', 'Entity Category': 'Utility', 'Entity Subgroup ID': 'Public Agency'}"
8404,Firm,,Contractor,Bca Building L.L.C.,"{'original_id': 8404, 'Name': 'Bca Building L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8405,Firm,,Contractor,"Idaho Neighborhood Solutions, Inc.","{'original_id': 8405, 'Name': 'Idaho Neighborhood Solutions, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8406,Firm,,Contractor,"JH Remodel, LLC","{'original_id': 8406, 'Name': 'JH Remodel, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8407,Firm,,Contractor,"Sheehan Properties, LLC","{'original_id': 8407, 'Name': 'Sheehan Properties, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8408,Firm,,Contractor,"Tradesman Contractors & Construction, LLC.","{'original_id': 8408, 'Name': 'Tradesman Contractors & Construction, LLC.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8409,Firm,,Contractor,Urban Guetto LLC,"{'original_id': 8409, 'Name': 'Urban Guetto LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8410,Firm,,Contractor,RML Enterprises,"{'original_id': 8410, 'Name': 'RML Enterprises', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8411,Firm,,Engineer,Performance Engineers,"{'original_id': 8411, 'Name': 'Performance Engineers', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Engineer'}"
8412,Firm,,"Builder, Contractor","Gary Saunders Construction, LLC","{'original_id': 8412, 'Name': 'Gary Saunders Construction, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder, Contractor'}"
8417,Firm,,Contractor,Alpha Mechanical Heating & A/C,"{'original_id': 8417, 'Name': 'Alpha Mechanical Heating & A/C', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8418,Firm,,Contractor,"Amazing Siding of Idaho, Inc.","{'original_id': 8418, 'Name': 'Amazing Siding of Idaho, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8419,Firm,,Contractor,Bright Star Energy Management LLC.,"{'original_id': 8419, 'Name': 'Bright Star Energy Management LLC.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8420,Firm,,Contractor,Cutting Edge Kitchens LLC,"{'original_id': 8420, 'Name': 'Cutting Edge Kitchens LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8421,Firm,,Contractor,Diamond K Plumbing & Heating LLC,"{'original_id': 8421, 'Name': 'Diamond K Plumbing & Heating LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8422,Firm,,Contractor,"Glacier Land & Building, L. L. C.","{'original_id': 8422, 'Name': 'Glacier Land & Building, L. L. C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8423,Firm,,Contractor,"Les Bois Electric, LLC","{'original_id': 8423, 'Name': 'Les Bois Electric, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8424,Firm,Construction - Excavating,Contractor,"Miller's Excavating, LLC","{'original_id': 8424, 'Name': ""Miller's Excavating, LLC"", 'Entity Group ID': 'Firm', 'Entity Category': 'Construction - Excavating', 'Entity Subgroup ID': 'Contractor'}"
8425,Firm,,Contractor,Modern Classics LLC,"{'original_id': 8425, 'Name': 'Modern Classics LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8426,Firm,,Contractor,"Mountain Valley Industries, LLC","{'original_id': 8426, 'Name': 'Mountain Valley Industries, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8427,Firm,Roofing,Contractor,"North Ridge Roofing, Inc.","{'original_id': 8427, 'Name': 'North Ridge Roofing, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Roofing', 'Entity Subgroup ID': 'Contractor'}"
8428,Firm,,Contractor,"Peak Plumbing & Septic, LLC","{'original_id': 8428, 'Name': 'Peak Plumbing & Septic, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8429,Firm,Architectural,Architect,"Pivot North, PLLC","{'original_id': 8429, 'Name': 'Pivot North, PLLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Architectural', 'Entity Subgroup ID': 'Architect'}"
8432,Firm,,Contractor,"Fulton Street, LLC","{'original_id': 8432, 'Name': 'Fulton Street, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8434,Firm,,Contractor,RCG Associates,"{'original_id': 8434, 'Name': 'RCG Associates', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8435,Firm,,Contractor,Maui Blue LLC,"{'original_id': 8435, 'Name': 'Maui Blue LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8436,Firm,Property Management,Contractor,Avest Commercial Property Management LLC,"{'original_id': 8436, 'Name': 'Avest Commercial Property Management LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Property Management', 'Entity Subgroup ID': 'Contractor'}"
8440,Non-Entity,,Non-Entity,Individual Well(s),"{'original_id': 8440, 'Name': 'Individual Well(s)', 'Entity Group ID': 'Non-Entity', 'Entity Category': None, 'Entity Subgroup ID': 'Non-Entity'}"
8441,Non-Entity,,Non-Entity,Individual Septic(s),"{'original_id': 8441, 'Name': 'Individual Septic(s)', 'Entity Group ID': 'Non-Entity', 'Entity Category': None, 'Entity Subgroup ID': 'Non-Entity'}"
8446,Firm,RE - Residential,Contractor,Coldwell Banker Canyonside Realty,"{'original_id': 8446, 'Name': 'Coldwell Banker Canyonside Realty', 'Entity Group ID': 'Firm', 'Entity Category': 'RE - Residential', 'Entity Subgroup ID': 'Contractor'}"
8447,Firm,RE - Residential,Contractor,"Copper Leaf Realty, LLC","{'original_id': 8447, 'Name': 'Copper Leaf Realty, LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'RE - Residential', 'Entity Subgroup ID': 'Contractor'}"
8449,Firm,RE - Residential,Contractor,Geographic Land Solutions,"{'original_id': 8449, 'Name': 'Geographic Land Solutions', 'Entity Group ID': 'Firm', 'Entity Category': 'RE - Residential', 'Entity Subgroup ID': 'Contractor'}"
8451,Firm,Law,Contractor,Stoel Rives LLP,"{'original_id': 8451, 'Name': 'Stoel Rives LLP', 'Entity Group ID': 'Firm', 'Entity Category': 'Law', 'Entity Subgroup ID': 'Contractor'}"
8452,Firm,RE - Residential,Contractor,Xome Inc.,"{'original_id': 8452, 'Name': 'Xome Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'RE - Residential', 'Entity Subgroup ID': 'Contractor'}"
8461,Firm,,Contractor,"KRLC, Inc.","{'original_id': 8461, 'Name': 'KRLC, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8464,Firm,,Contractor,"TVM, Inc.","{'original_id': 8464, 'Name': 'TVM, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8468,Firm,,Contractor,BHH Kingsbridge LLC,"{'original_id': 8468, 'Name': 'BHH Kingsbridge LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8470,Firm,,Contractor,Big River LLC,"{'original_id': 8470, 'Name': 'Big River LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8471,Firm,,Contractor,"Blue Marlin Investments, LLC","{'original_id': 8471, 'Name': 'Blue Marlin Investments, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8474,Firm,,Contractor,Briarwood Corporation,"{'original_id': 8474, 'Name': 'Briarwood Corporation', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8475,Firm,,Contractor,Bridgeport Development L.L.C.,"{'original_id': 8475, 'Name': 'Bridgeport Development L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8476,Firm,,Contractor,"Bridle Ridge, LLC","{'original_id': 8476, 'Name': 'Bridle Ridge, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8477,Firm,,Contractor,"BV Legacy Falls, LLC","{'original_id': 8477, 'Name': 'BV Legacy Falls, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8480,Firm,,Contractor,"CC Development, Inc.","{'original_id': 8480, 'Name': 'CC Development, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8481,Firm,,Contractor,"Cecilia Court, LLC","{'original_id': 8481, 'Name': 'Cecilia Court, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8482,Firm,,Contractor,"Centrum Properties, LLC","{'original_id': 8482, 'Name': 'Centrum Properties, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8483,Firm,,Contractor,"Circle Z Development Group, LLC","{'original_id': 8483, 'Name': 'Circle Z Development Group, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8484,Firm,,Contractor,"Civic Plaza Master Condominium Association, Inc.","{'original_id': 8484, 'Name': 'Civic Plaza Master Condominium Association, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8488,Firm,,Contractor,"Central Assembly Christian Life Center, Inc.","{'original_id': 8488, 'Name': 'Central Assembly Christian Life Center, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8490,Firm,,Contractor,Centre Valley Homeowners Association,"{'original_id': 8490, 'Name': 'Centre Valley Homeowners Association', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8491,Firm,,Contractor,"Eagle Gravel, Inc.","{'original_id': 8491, 'Name': 'Eagle Gravel, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8492,Firm,,Contractor,"Eagle Island Crossing, LLC","{'original_id': 8492, 'Name': 'Eagle Island Crossing, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8495,Firm,,Contractor,"FF Cloverdale Residential, LLC","{'original_id': 8495, 'Name': 'FF Cloverdale Residential, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8496,Firm,,Contractor,"FPA Hillcrest Associates, LLC","{'original_id': 8496, 'Name': 'FPA Hillcrest Associates, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8499,Firm,,Contractor,"Gemtone, Inc.","{'original_id': 8499, 'Name': 'Gemtone, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8500,Firm,,Contractor,"Grace At Fairview Lakes, LLC","{'original_id': 8500, 'Name': 'Grace At Fairview Lakes, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8501,Firm,,Contractor,"Grace Bible Church of Boise, Inc.","{'original_id': 8501, 'Name': 'Grace Bible Church of Boise, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8502,Firm,,Contractor,"Greenbelt Business Plaza Condominiums Owners Association, Inc.","{'original_id': 8502, 'Name': 'Greenbelt Business Plaza Condominiums Owners Association, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8505,Firm,,Contractor,H.O.T. 1 LLLP,"{'original_id': 8505, 'Name': 'H.O.T. 1 LLLP', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8506,Firm,,Contractor,Harris Family Limited Partnership,"{'original_id': 8506, 'Name': 'Harris Family Limited Partnership', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8508,Firm,,Contractor,"Hawks Nest Development, LLC","{'original_id': 8508, 'Name': 'Hawks Nest Development, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8512,Firm,,Contractor,Holly Plaza LLC,"{'original_id': 8512, 'Name': 'Holly Plaza LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8516,Firm,,Contractor,"Humphrey Leasing, LLC","{'original_id': 8516, 'Name': 'Humphrey Leasing, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8517,Firm,,Contractor,"Humphries Family Partnership, LLP","{'original_id': 8517, 'Name': 'Humphries Family Partnership, LLP', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8518,Firm,,Contractor,IFI Partners II,"{'original_id': 8518, 'Name': 'IFI Partners II', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8521,Firm,Financial Services,Bank,Intermountain Community Bank,"{'original_id': 8521, 'Name': 'Intermountain Community Bank', 'Entity Group ID': 'Firm', 'Entity Category': 'Financial Services', 'Entity Subgroup ID': 'Bank'}"
8523,Firm,,Contractor,"J Bar J, LLC","{'original_id': 8523, 'Name': 'J Bar J, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8524,Firm,,Contractor,"Jems W1, LLC","{'original_id': 8524, 'Name': 'Jems W1, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8525,Firm,,Contractor,"Karmelle Subdivision, LLC","{'original_id': 8525, 'Name': 'Karmelle Subdivision, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8527,Firm,,Contractor,Kestrel Grove Property LLC,"{'original_id': 8527, 'Name': 'Kestrel Grove Property LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8532,Firm,,Contractor,Lazarus LLC,"{'original_id': 8532, 'Name': 'Lazarus LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8534,Firm,,Contractor,M3 Eagle L.L.C.,"{'original_id': 8534, 'Name': 'M3 Eagle L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8535,Firm,,Contractor,"Magellan Development, LLC","{'original_id': 8535, 'Name': 'Magellan Development, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8539,Firm,,Contractor,"Medallion Five Mile, LLC","{'original_id': 8539, 'Name': 'Medallion Five Mile, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8540,Firm,,Contractor,"Mercy Properties II, Inc.","{'original_id': 8540, 'Name': 'Mercy Properties II, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8541,Firm,,Contractor,"Meridian Centercal, L.L.C.","{'original_id': 8541, 'Name': 'Meridian Centercal, L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8543,Firm,,Contractor,"Midtown Investments, L.L.C.","{'original_id': 8543, 'Name': 'Midtown Investments, L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8545,Firm,,Contractor,"Mountain West IRA, Inc.","{'original_id': 8545, 'Name': 'Mountain West IRA, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8546,Firm,,Contractor,MR Squared LLC,"{'original_id': 8546, 'Name': 'MR Squared LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8548,Firm,,Contractor,"North Eagle Road, LLC","{'original_id': 8548, 'Name': 'North Eagle Road, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8549,Firm,,Contractor,"Oki Investments, LLC","{'original_id': 8549, 'Name': 'Oki Investments, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8550,Firm,,Contractor,"Orton Investments, LP","{'original_id': 8550, 'Name': 'Orton Investments, LP', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8551,Firm,,Contractor,"Owyhee Estates Subdivision Homeowners Association, Inc.","{'original_id': 8551, 'Name': 'Owyhee Estates Subdivision Homeowners Association, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8552,Firm,,Contractor,PGM Corporation,"{'original_id': 8552, 'Name': 'PGM Corporation', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8553,Firm,,Contractor,"PLCC, LLC","{'original_id': 8553, 'Name': 'PLCC, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8554,Firm,,Contractor,"Property West, LP","{'original_id': 8554, 'Name': 'Property West, LP', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8560,Firm,,Contractor,RK Homes II LLC,"{'original_id': 8560, 'Name': 'RK Homes II LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8561,Firm,,Contractor,"Rodel, LLC","{'original_id': 8561, 'Name': 'Rodel, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8563,Firm,,Contractor,"Royal Plaza Master Owners Association, Inc.","{'original_id': 8563, 'Name': 'Royal Plaza Master Owners Association, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8564,Firm,,Contractor,Rushmore Investments LLC,"{'original_id': 8564, 'Name': 'Rushmore Investments LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8566,Firm,,Contractor,"Settlers Crossing, LLC","{'original_id': 8566, 'Name': 'Settlers Crossing, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8567,Firm,,Contractor,Settlers Park LLC,"{'original_id': 8567, 'Name': 'Settlers Park LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8568,Firm,,Contractor,"Shilo Investments, L.P.","{'original_id': 8568, 'Name': 'Shilo Investments, L.P.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8573,Firm,,Contractor,"Southern Springs, LLC","{'original_id': 8573, 'Name': 'Southern Springs, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8576,Firm,,Contractor,Stubblefield Construction Company,"{'original_id': 8576, 'Name': 'Stubblefield Construction Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8579,Firm,,Contractor,"Tablerock Ventures, Inc.","{'original_id': 8579, 'Name': 'Tablerock Ventures, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8580,Firm,,Contractor,"Teleos Partners, LLC","{'original_id': 8580, 'Name': 'Teleos Partners, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8581,Firm,,Contractor,"Teakoa Properties, LLC","{'original_id': 8581, 'Name': 'Teakoa Properties, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8582,Firm,,Contractor,Albertsons Companies Foundation (The),"{'original_id': 8582, 'Name': 'Albertsons Companies Foundation (The)', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8584,Firm,,Contractor,"Pines Apartments, LLC (The)","{'original_id': 8584, 'Name': 'Pines Apartments, LLC (The)', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
