original_id,entity_group_id,entity_category,entity_subgroup_id,confidence,candidates,ID,Entity Group ID,Entity Subgroup ID,Entity Category,Name,IDSOS Name,status
8589,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""The name does not indicate a specific contracting specialty, but 'Contractor' is present in the subgroup. Defaulting to 'General' as per rules. Slight chance it could be 'Other' if not a contractor, but evidence is weak.""}]",8589,Firm,Contractor,,W & S Investments Inc.,W & S INVESTMENTS INC.,7.0
8591,Private,Other,,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 20.0, 'reasoning': ""Walgreen Co. is a retail pharmacy chain, not a contractor. The input likely misclassified it. However, 'Contractor' is in the subgroup, so a small chance it is correct.""}]",8591,Firm,Contractor,,Walgreen Co.,WALGREEN CO.,6.0
8592,Private,Other,,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 20.0, 'reasoning': ""West Sunset Avenue, LLC appears to be a holding or property company, not a contractor. 'Contractor' in the subgroup is likely a misclassification, but a small chance it is correct.""}]",8592,Firm,Contractor,,"West Sunset Avenue, LLC","WEST SUNSET AVENUE, LLC",6.0
8595,Private,Other,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 10.0, 'reasoning': ""Westmark Commercial Finance Corporation is a finance company, not a contractor. 'Contractor' in the subgroup is likely a misclassification.""}]",8595,Firm,Contractor,,Westmark Commercial Finance Corporation,WESTMARK COMMERCIAL FINANCE CORPORATION,6.0
8596,Private,Other,,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 20.0, 'reasoning': ""Williamson Orchards, Inc. is likely an agricultural business, not a contractor. 'Contractor' in the subgroup is likely a misclassification, but a small chance it is correct.""}]",8596,Firm,Contractor,,"Williamson Orchards, Inc.","WILLIAMSON ORCHARDS, INC.",6.0
8598,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The name does not provide a clear specialty, but 'Contractor' is specified in the subgroup. If not a contractor, 'Other' could apply.""}]",8598,Firm,Contractor,,WL Victory Crossing LLC,WL VICTORY CROSSING LLC,7.0
8599,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The name does not provide a clear specialty, but 'Contractor' is specified in the subgroup. If not a contractor, 'Other' could apply.""}]",8599,Firm,Contractor,,"Zatica Family, LLLP","ZATICA FAMILY, LLLP",7.0
8610,Private,Contractor,Solar,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Solar', 'confidence': 60.0, 'reasoning': ""The name includes 'Wind and Solar', which could indicate engineering, but 'Contractor' is specified in the subgroup.""}]",8610,Firm,Contractor,,Intermountain Wind and Solar of Idaho,INTERMOUNTAIN WIND AND SOLAR OF IDAHO,7.0
8611,Private,Contractor,Solar,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Solar', 'confidence': 60.0, 'reasoning': ""The name includes 'Solar', which could indicate engineering, but 'Contractor' is specified in the subgroup.""}]",8611,Firm,Contractor,,"Orchard Ranch Solar, LLC","ORCHARD RANCH SOLAR, LLC",7.0
8615,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 55.0, 'reasoning': ""The name is generic and does not provide a clear specialty, but 'Contractor' is specified in the subgroup.""}]",8615,Firm,Contractor,,"B1, LLC","B1, LLC",7.0
8616,Private,Other,,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'Bank', 'confidence': 80.0, 'reasoning': ""No rule for 'Financial Services' or 'Bank' in the provided categories. 'Other' is the most appropriate, but 'Bank' could be a possible subgroup if more granularity is desired.""}]",8616,Firm,Bank,Financial Services,Bank of The Cascades,BANK OF THE CASCADES,6.0
8619,Private,Contractor,General,95.0,[],8619,Firm,Contractor,,"Bown Commons, LLC","BOWN COMMONS, LLC",7.0
8620,Private,Contractor,General,95.0,[],8620,Firm,Contractor,,"BPRK Investments, LLC","BPRK INVESTMENTS, LLC",7.0
8621,Private,Real Estate,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""Name contains 'Real Estate', which should be prioritized over 'Contractor' in the subgroup. However, if the business is also a contractor, that could be a secondary classification.""}]",8621,Firm,Contractor,,Buckley Real Estate Inc.,BUCKLEY REAL ESTATE INC.,7.0
8622,Private,Contractor,General,95.0,[],8622,Firm,Contractor,,C&S Holdings Corporation,C&S HOLDINGS CORPORATION,7.0
8623,Private,Contractor,General,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name 'Capital Christian Center Incorporated' suggests a religious organization, but the input subgroup is 'Contractor'. Defaulting to Contractor per rules, but there is some uncertainty.""}]",8623,Firm,Contractor,,Capital Christian Center Incorporated,CAPITAL CHRISTIAN CENTER INCORPORATED,7.0
8627,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name 'Cloud Berry, LLC' does not indicate a specific contracting specialty, but the subgroup is 'Contractor'.""}]",8627,Firm,Contractor,,"Cloud Berry, LLC","CLOUD BERRY, LLC",7.0
8628,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name 'Eighth and Main LLC' does not indicate a specific contracting specialty, but the subgroup is 'Contractor'.""}]",8628,Firm,Contractor,,Eighth and Main LLC,EIGHTH AND MAIN LLC,7.0
8632,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name 'Blast Properties, LLC' does not indicate a specific contracting specialty, but the subgroup is 'Contractor'.""}]",8632,Firm,Contractor,,"Blast Properties, LLC","BLAST PROPERTIES, INC",7.0
8633,Private,Homeowners Association,,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""The name 'Front Street Condominiums Association, Inc.' clearly indicates a Homeowners Association, not a contractor.""}]",8633,Firm,Contractor,,"Front Street Condominiums Association, Inc.","FRONT STREET CONDOMINIUMS ASSOCIATION, INC.",7.0
8634,Private,Contractor,"Remodeling, General",95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'Residential', 'confidence': 60.0, 'reasoning': ""The name includes 'Remodeling and Construction', which could indicate a builder, but 'Remodeling' is more closely associated with contractor work per rules.""}]",8634,Firm,Contractor,,Boyd Remodeling and Construction LLC,BOYD REMODELING AND CONSTRUCTION LLC,7.0
8635,Private,Other,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'Bank', 'confidence': 80.0, 'reasoning': ""No rule for financial services or banks; 'Other' is the fallback. Subgroup 'Bank' could be retained for clarity.""}]",8635,Firm,Bank,Financial Services,Home Federal Bank,Home Federal Bank,6.0
8637,Private,Real Estate,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""Property management is most closely related to real estate, but if not, 'Other' would be the fallback.""}]",8637,Firm,Contractor,Property Management,"Huff Properties, LLC","HUFF PROPERTIES, LLC",7.0
8638,Private,Contractor,General,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 50.0, 'reasoning': ""Name does not clearly indicate a construction or contracting business, but 'Contractor' is the default from input.""}]",8638,Firm,Contractor,,"Idaho State Regional Center, LLC","IDAHO STATE REGIONAL CENTER, LLC",7.0
8640,Private,Contractor,General,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 50.0, 'reasoning': ""Name does not indicate a specific trade, but 'Contractor' is the default from input.""}]",8640,Firm,Contractor,,Cindy Wageman L.L.C.,CINDY WAGEMAN L.L.C.,7.0
8643,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name includes 'Design', which sometimes appears in builder or design-build firms, but there is no explicit indication of 'Builder' or 'Homes'.""}]",8643,Firm,Contractor,,New Dimension Construction & Design,NEW DIMENSION CONSTRUCTION & DESIGN,7.0
8644,Private,Contractor,General,99.0,[],8644,Firm,Contractor,,Taylored Construction LLC,TAYLORED CONSTRUCTION LLC,7.0
8647,Private,Homeowners Association,,97.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""If not recognized as a Homeowners Association, could be classified as 'Other', but the name clearly indicates an HOA.""}]",8647,Firm,Contractor,,"Matlock Place Neighborhood Association, Inc.","MATLOCK PLACE NEIGHBORHOOD ASSOCIATION, INC.",7.0
8649,Private,Other,,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The name 'Meridian Medical Plaza' suggests a property holding or management company, which could fall under Real Estate, but there is not enough information to be certain.""}]",8649,Firm,Contractor,,"Meridian Medical Plaza, L.L.C.","MERIDIAN MEDICAL PLAZA, L.L.C.",6.0
8652,Private,Real Estate,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""If not classified as Real Estate, could be 'Other', but 'Passive Income Inv.' strongly suggests a real estate investment entity.""}]",8652,Firm,Contractor,,Passive Income Inv. LLC,PASSIVE INCOME INV. LLC,7.0
8654,Private,Other,,60.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The input subgroup is 'Contractor', but the business name 'Rolling Frito-Lay Sales, LP' does not indicate construction or contracting activity. Defaulting to 'Other' due to lack of evidence.""}]",8654,Firm,Contractor,,"Rolling Frito-Lay Sales, LP","ROLLING FRITO-LAY SALES, LP",6.0
8656,Private,Other,,60.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The name 'Syringa Properties Holdings, Inc.' suggests a holding or investment company, not a contractor. Defaulting to 'Other'.""}]",8656,Firm,Contractor,,"Syringa Properties Holdings, Inc.","SYRINGA PROPERTIES HOLDINGS, INC.",6.0
8658,Private,Contractor,General,70.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name includes 'Development', which often relates to construction or contracting, but could also be real estate. 'Contractor' is more likely given the input.""}]",8658,Firm,Contractor,,Trade Plaza Subdivision Development LLC,TRADE PLAZA SUBDIVISION DEVELOPMENT LLC,6.0
8659,Private,Other,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""U.S. Bank is a financial institution, not a contractor, builder, or real estate firm. 'Other' is most appropriate.""}]",8659,Firm,Bank,Financial Services,U.S. Bank,U.S. BANK,6.0
8660,Private,Other,,60.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The name 'Water's Edge Investors, LLC' suggests an investment or holding company, not a contractor. Defaulting to 'Other'.""}]",8660,Firm,Contractor,,"Water's Edge Investors, LLC","WATER'S EDGE INVESTORS, LLC",6.0
8662,Private,Other,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 90.0, 'reasoning': ""The entity is a bank, which does not fit any of the provided categories such as Contractor, Real Estate, Agency, etc. 'Other' is the most appropriate classification.""}]",8662,Firm,Bank,Financial Services,U.S. Bank National Associates,"WELLS FARGO BANK, NATIONAL ASSOCIATION",6.0
8663,Private,Other,,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 85.0, 'reasoning': ""Westmark Credit Union is a financial institution, not a contractor. None of the provided categories fit, so 'Other' is most appropriate.""}]",8663,Firm,Contractor,,Westmark Credit Union,WESTMARK CREDIT UNION,6.0
8664,Private,Other,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 90.0, 'reasoning': ""Zions First National Bank is a bank, which does not fit any of the provided categories. 'Other' is the best fit.""}]",8664,Firm,Bank,Financial Services,Zions First National Bank,ZIONS FIRST NATIONAL BANK,6.0
8667,Private,Contractor,General,70.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""Cosmos Properties, LLC could be a real estate holding company, but with 'Contractor' as the subgroup, 'Contractor' is the best fit, defaulting to 'General'.""}]",8667,Firm,Contractor,,"Cosmos Properties, LLC","COSMOS PROPERTIES, LLC",6.0
8668,Private,Contractor,General,70.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""CT Holdings, LLC could be a holding company, but with 'Contractor' as the subgroup, 'Contractor' is the best fit, defaulting to 'General'.""}]",8668,Firm,Contractor,,"CT Holdings, LLC","CT HOLDINGS ID, LLC",6.0
8669,Private,Contractor,General,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name 'Idadiv Financial Services' does not indicate typical contractor activity, but the input subgroup is 'Contractor'. Defaulting to Contractor per rules, but 'Other' is a possible candidate due to the financial nature of the name.""}]",8669,Firm,Contractor,,Idadiv Financial Services,IDADIV FINANCIAL SERVICES,7.0
8671,Private,Contractor,General,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name 'Northolme, LLC' is generic and does not specify construction, but the input subgroup is 'Contractor'. Defaulting to Contractor per rules.""}]",8671,Firm,Contractor,,"Northolme, LLC","NORTHOLME, LLC",7.0
8673,Public,Agency,Water,95.0,"[{'entity_group_id': 'Public', 'entity_category': 'Agency', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The U.S. Bureau of Reclamation is a federal agency primarily dealing with water resources, so 'Water' is the most appropriate subgroup.""}]",8673,Agency,Public Agency,,U.S. Bureau of Reclamation,,7.0
8674,Private,Contractor,General,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 35.0, 'reasoning': ""The name references a charter school fund, which is not typical for a contractor, but the input subgroup is 'Contractor'.""}]",8674,Firm,Contractor,,"Charter School Fund-Oro Valley, LLC (The)","CHARTER SCHOOL FUND-ORO VALLEY, LLC (THE)",7.0
8686,Private,Contractor,General,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name is a property address, which could indicate a holding company, but the input subgroup is 'Contractor'.""}]",8686,Firm,Contractor,,620 S. 9th Street LLC,620 S. 9TH STREET LLC,7.0
8687,Private,Homeowners Association,,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The name indicates an owners association, but if not, 'Other' could be a fallback.""}]",8687,Firm,Contractor,,"Agora Condominiums Owners Association, Inc.","AGORA CONDOMINIUMS OWNERS ASSOCIATION, INC.",7.0
8688,Private,Contractor,General,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""LLC could indicate a real estate holding or development company, but 'Contractor' is more likely given the input.""}]",8688,Firm,Contractor,,"Blackhawk/Meridian, LLC","BLACKHAWK/MERIDIAN, LLC",7.0
8690,Private,Contractor,General,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""LLC could indicate a real estate holding or development company, but 'Contractor' is more likely given the input.""}]",8690,Firm,Contractor,,Carriage Hill North LLC,CARRIAGE HILL NORTH LLC,7.0
8691,Private,Contractor,General,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""LLC could indicate a real estate holding or development company, but 'Contractor' is more likely given the input.""}]",8691,Firm,Contractor,,"Copperleaf Properties, LLC","COPPERLEAF PROPERTIES, LLC",7.0
8695,Private,Title,,98.0,[],8695,Firm,Title Company	,Title Company,First American Title Company,FIRST AMERICAN TITLE AND ESCROW COMPANY,7.0
8697,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name does not indicate a specific construction specialty or home building, but 'Contractor' is specified in the subgroup. There is a small chance it could be a builder, but no evidence in the name.""}]",8697,Firm,Contractor,,"Havasu Creek, L.L.C.","HAVASU CREEK, L.L.C.",7.0
8698,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 35.0, 'reasoning': ""The entity name is a partnership and does not indicate a specific construction specialty or home building. 'Contractor' is specified, so Contractor is most appropriate.""}]",8698,Firm,Contractor,,J.R. Schwenkfelder and Bonnie P. Schwenkfelder Limited Partnership,J.R. SCHWENKFELDER AND BONNIE P. SCHWENKFELDER LIMITED PARTNERSHIP,7.0
8701,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name 'Investments' could suggest real estate, but with 'Contractor' as the subgroup, Contractor is the best fit.""}]",8701,Firm,Contractor,,"LG Investments, LLC","LG INVESTMENTS, LLC",7.0
8702,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name suggests a partnership, possibly for development, but 'Contractor' is specified, so Contractor is most appropriate.""}]",8702,Firm,Contractor,,"Lake Hazel Village Partners, LLLP","LAKE HAZEL VILLAGE PARTNERS, LLLP",7.0
8709,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name 'Properties' could suggest real estate or development, but with 'Contractor' as the subgroup, Contractor is the best fit.""}]",8709,Firm,Contractor,,"Millennium Properties, LLC","Millennium Properties, LLC",7.0
8711,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""If 'Contractor' is a placeholder and no construction activity is confirmed, 'Other' could be considered, but 'Contractor' is the most consistent with the rules.""}]",8711,Firm,Contractor,,Picket Pin LLC,PICKET PIN LLC,7.0
8717,Private,Builder,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The name 'Homes' strongly suggests a residential builder, but if not, 'Contractor' could be a fallback.""}]",8717,Firm,Contractor,,"Sawtooth Homes, Inc.","SAWTOOTH HOMES, INC.",7.0
8718,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""The name 'Farms' could indicate agricultural activity, but with 'Contractor' as the only subgroup, defaulting to 'Contractor' is most consistent.""}]",8718,Firm,Contractor,,"Shamrock Farms, Inc.","SHAMROCK FARMS, INC.",7.0
8723,Private,Other,,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The name 'Trustee Services' does not indicate construction or contracting; 'Other' is more appropriate, but 'Contractor' is possible if the business is misclassified.""}]",8723,Firm,Contractor,,"Trustee Services, Inc.","TRUSTEE SERVICES, INC.",6.0
8726,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""No specialty or construction activity is indicated, but 'Contractor' is the most consistent with the input.""}]",8726,Firm,Contractor,,"BB Two, LLC","BB TWO, LLC",7.0
8727,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The name 'Bayside Capital Co., Inc.' does not clearly indicate construction or contracting, but the input subgroup is 'Contractor'. Defaulting to Contractor/General, but 'Other' is a possible fallback.""}]",8727,Firm,Contractor,,"Bayside Capital Co., Inc.","BAYSIDE CAPITAL CO., INC.",7.0
8731,Private,Contractor,General,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 55.0, 'reasoning': ""The name 'EP, LLC' is ambiguous and does not indicate construction, but the subgroup is 'Contractor'. Defaulting to Contractor/General, but 'Other' is a possible fallback.""}]",8731,Firm,Contractor,,"EP, LLC","EP, LLC",7.0
8732,Private,Contractor,General,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 55.0, 'reasoning': ""The name 'Fairview Lakes, L.L.C.' is ambiguous and does not indicate construction, but the subgroup is 'Contractor'. Defaulting to Contractor/General, but 'Other' is a possible fallback.""}]",8732,Firm,Contractor,,"Fairview Lakes, L.L.C.","FAIRVIEW LAKES, L.L.C.",7.0
8733,Private,Homeowners Association,,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name 'Fliteline Condominium Owner's Association, Inc.' clearly indicates a Homeowners Association, not a contractor.""}]",8733,Firm,Contractor,,"Fliteline Condominium Owner's Association, Inc.","FLITELINE CONDOMINIUM OWNER'S ASSOCIATION, INC.",7.0
8736,Private,Contractor,General,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 55.0, 'reasoning': ""The name 'Idaho Capital' is ambiguous and does not indicate construction, but the subgroup is 'Contractor'. Defaulting to Contractor/General, but 'Other' is a possible fallback.""}]",8736,Firm,Contractor,,Idaho Capital,IDAHO CAPITAL,7.0
8739,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': 'The name does not indicate building homes or residential/commercial construction specifically, so Contractor is more appropriate.'}]",8739,Firm,Contractor,,Lazy P Limited Partnership,LAZY P LIMITED PARTNERSHIP,7.0
8742,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': 'The name references apartments, which could suggest a builder, but without explicit indication, Contractor is more appropriate.'}]",8742,Firm,Contractor,,"Phillippi Plaza Apartments, LLC","PHILLIPPI PLAZA APARTMENTS, LLC",7.0
8750,Private,Builder,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 20.0, 'reasoning': ""The name includes 'Homes', which strongly indicates a residential builder.""}]",8750,Firm,Builder,,"Wyngale Homes, Inc.",,7.0
8754,Public,Agency,Municipality,95.0,"[{'entity_group_id': 'Public', 'entity_category': 'Agency', 'entity_subgroup_id': 'Ancillary', 'confidence': 60.0, 'reasoning': ""School districts are public agencies, but 'Municipality' is more precise than 'Ancillary' for a school district.""}]",8754,Agency,Public Agency,School,Vallivue School District No. 139,,7.0
8755,Public,Agency,Urban Renewal,99.0,"[{'entity_group_id': 'Public', 'entity_category': 'Agency', 'entity_subgroup_id': 'Ancillary', 'confidence': 10.0, 'reasoning': ""The name explicitly states 'Urban Renewal Agency', so 'Urban Renewal' is the most accurate subgroup.""}]",8755,Agency,Public Agency,Government Agency,Urban Renewal Agency of the City of Caldwell,,7.0
8756,Public,Agency,Municipality,90.0,"[{'entity_group_id': 'Public', 'entity_category': 'Agency', 'entity_subgroup_id': 'Ancillary', 'confidence': 70.0, 'reasoning': ""School districts are public agencies, but if 'Municipality' is not considered appropriate, 'Ancillary' could be used as a fallback.""}]",8756,Agency,Public Agency,School,West Ada School District,,7.0
8757,Public,Agency,Housing,90.0,"[{'entity_group_id': 'Public', 'entity_category': 'Agency', 'entity_subgroup_id': 'Ancillary', 'confidence': 70.0, 'reasoning': ""Housing Authority is a public agency, but if 'Housing' is not a valid subgroup, 'Ancillary' could be used.""}]",8757,Agency,Public Agency,,Boise City/Ada County Housing Authority,,7.0
8758,Public,Agency,Ancillary,85.0,"[{'entity_group_id': 'Public', 'entity_category': 'Agency', 'entity_subgroup_id': 'Municipality', 'confidence': 60.0, 'reasoning': ""State Building Authority is a public agency, but does not fit other specific subgroups, so 'Ancillary' is most appropriate.""}]",8758,Agency,Public Agency,Government Agency,Idaho State Building Authority,,7.0
8760,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""If there is uncertainty about the business activity, 'Other' could be used, but 'Contractor' is most likely given the subgroup.""}]",8760,Firm,Contractor,,"Hoot Nanney Farms, Inc.","HOOT NANNEY FARMS, INC.",7.0
8765,Public,Agency,Urban Renewal,95.0,"[{'entity_group_id': 'Public', 'entity_category': 'Agency', 'entity_subgroup_id': 'Municipality', 'confidence': 60.0, 'reasoning': ""Urban Renewal Agency is a specific public agency, but if not available, 'Municipality' could be used.""}]",8765,Agency,Public Agency,Government Agency,Urban Renewal Agency for the City of Meridian,,7.0
8766,Private,Other,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 90.0, 'reasoning': ""The input is a credit union, which does not fit any of the defined categories such as Agency, Contractor, Builder, etc. 'Other' is the most appropriate category per the rules.""}]",8766,Firm,Bank,Financial Services,Idaho Central Credit Union,Idaho Central Credit Union,6.0
8773,Private,Engineering,Civil,100.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Civil', 'confidence': 100.0, 'reasoning': ""The input category is 'Engineering - Civil', which per rules should be reclassified as 'Engineering' with 'Civil' as the subgroup.""}]",8773,Firm,Engineer,Engineering - Civil,"EDM Partners, LLC","EDM Partners, LLC",7.0
8777,Public,Agency,Fire,95.0,"[{'entity_group_id': 'Public', 'entity_category': 'Agency', 'entity_subgroup_id': 'Fire', 'confidence': 95.0, 'reasoning': ""The name indicates a public association related to fire commissioners, which fits the 'Agency' category with 'Fire' as the subgroup.""}]",8777,Firm,Contractor,,"Idaho State Fire Commissioners Association, Inc.","IDAHO STATE FIRE COMMISSIONERS ASSOCIATION, INC.",7.0
