Entity Group ID,Entity Category,Entity Subgroup ID,Name,IDSOS Name,original_id,entity_group_id,entity_category,entity_subgroup_id,confidence,candidates,status,needs_audit
Firm,RE - Farm & Ranch,Bank,Agri-Access,Agri-Access,7096,Private,Real Estate,Land,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The input category 'RE - Farm & Ranch' is not a standard category, but 'RE' should be expanded to 'Real Estate' and 'Farm & Ranch' implies land. The subgroup 'Bank' is not relevant per rules, so 'Land' is the best fit. If not, 'Other' could be considered.""}]",7.0,0
Firm,Engineering - Structural,Engineer,"Ally Structural Consulting, LLC","ALLY STRUCTURAL CONSULTING, LLC",7097,Private,Engineering,Structural,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Full Service', 'confidence': 40.0, 'reasoning': ""If the firm offers more than just structural engineering, 'Full Service' could apply, but the name and input suggest a structural specialty.""}]",7.0,0
Firm,Appraisal,Appraiser,"Aspen Ridge Appraisals, Inc.","Aspen Ridge Appraisals, Inc.",7098,Private,Appraisal,,100.0,[],7.0,0
Firm,Property Management,Contractor,AMI Services LLC,AMI SERVICES LLC,7099,Private,Other,,60.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 55.0, 'reasoning': ""The name and input do not clearly indicate a standard category. 'Property Management' is not a defined category in the rules, but if the company does contracting work, 'Contractor' with 'General' could be considered.""}]",6.0,1
Firm,Appraisal,Appraiser,Browning Appraisals,Browning Appraisals,7100,Private,Appraisal,,100.0,[],7.0,0
Firm,RE - Residential,Contractor,"Timber and Love Realty, LLC","TIMBER AND LOVE REALTY, LLC",7102,Private,Real Estate,Residential,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The input subgroup is 'Contractor', but the name and category indicate a real estate firm, not a contractor.""}]",7.0,0
Firm,RE - Residential,Realtor,Bruce Jepperson Realty,Bruce Jepperson Realty,7103,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The subgroup 'Realtor' could be omitted, but 'Residential' is more consistent with the rules for real estate.""}]",7.0,0
Firm,Appraisal,Appraiser,Dave Burgess Appraisals,Dave Burgess Appraisals,7104,Private,Appraisal,,100.0,[],7.0,0
Firm,Appraisal,Appraiser,C I Appraisal Analytics,C I Appraisal Analytics,7105,Private,Appraisal,,100.0,[],7.0,0
Firm,Appraisal,Appraiser,Canyon Appraisal Service,CANYON APPRAISAL SERVICE,7106,Private,Appraisal,,100.0,[],7.0,0
Firm,RE - Residential,Contractor,"Canyon River Realty, LLC","CANYON RIVER REALTY, LLC",7107,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The input subgroup is 'Contractor', but the name and category indicate a real estate firm, not a contractor. The primary classification should be Real Estate.""}]",7.0,0
Firm,RE - Residential,Contractor,"Canyon Trail Realty, LLC","CANYON TRAIL REALTY, LLC",7108,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The name and category indicate a real estate firm, not a contractor. The subgroup 'Contractor' is likely a misclassification.""}]",7.0,0
Firm,RE - Residential,Contractor,"Canyonside Irwin Realty, Inc.","CANYONSIDE IRWIN REALTY, INC.",7109,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The name and category indicate a real estate firm, not a contractor. The subgroup 'Contractor' is likely a misclassification.""}]",7.0,0
Firm,RE - Commercial,Contractor,"Capital Commercial Properties, LLC","CAPITAL COMMERCIAL PROPERTIES, LLC",7110,Private,Real Estate,Commercial,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The name and category indicate a real estate firm, not a contractor. The subgroup 'Contractor' is likely a misclassification.""}]",7.0,0
Firm,RE - Residential,Contractor,"Capital Pacific - Idaho, LLC","CAPITAL PACIFIC - IDAHO, LLC",7111,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The name and category indicate a real estate firm, not a contractor. The subgroup 'Contractor' is likely a misclassification.""}]",7.0,0
Firm,RE - Residential,Contractor,"Capital Park Real Estate, LLC","LISTING LOGIX, LLC",7112,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The input subgroup is 'Contractor', but the name and category indicate a real estate firm, not a contractor.""}]",7.0,0
Firm,RE - Residential,Contractor,"Capitol Peak, LLC","CAPITOL PEAK, LLC",7113,Private,Real Estate,Residential,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 35.0, 'reasoning': 'The name and category suggest a real estate firm, not a contractor, despite the input subgroup.'}]",7.0,0
Firm,Appliance Repair,Contractor,"Capitol Refrigeration and Appliance Service, Inc.","CAPITOL REFRIGERATION AND APPLIANCE SERVICE, INC.",7114,Private,Contractor,Mechanical,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""If 'Appliance Repair' is not considered a contractor specialty, it could be classified as 'Other', but 'Contractor' with 'Mechanical' fits best.""}]",7.0,0
Firm,Appraisal,Appraiser,Capitol West Appraisals LLC,CAPITOL WEST APPRAISALS LLC,7115,Private,Appraisal,,100.0,[],7.0,0
Firm,RE - Residential,Contractor,"Cascade Lake Realty, Inc.","CASCADE LAKE REALTY, INC.",7116,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': 'The name and category indicate a real estate firm, not a contractor, despite the input subgroup.'}]",7.0,0
Firm,RE - Residential,Contractor,Cascara Real Estate,CASCARA REAL ESTATE,7117,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The subgroup 'Contractor' is present, but the name and category both indicate a real estate firm, not a contractor.""}]",7.0,0
Firm,RE - Residential,Contractor,Cashflow Real Estate,CASHFLOW REAL ESTATE,7118,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The subgroup 'Contractor' is present, but the name and category both indicate a real estate firm, not a contractor.""}]",7.0,0
Firm,RE - Commercial,Real Estate,"Caster Investment Group Id, LLC","CASTER INVESTMENT GROUP ID, LLC",7119,Private,Real Estate,Commercial,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': 'The name and category clearly indicate a commercial real estate firm.'}]",7.0,0
Firm,RE - Commercial,Contractor,CB Commercial LLC,CB COMMERCIAL LLC,7120,Private,Real Estate,Commercial,97.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 20.0, 'reasoning': ""The subgroup 'Contractor' is present, but the name and category both indicate a real estate firm, not a contractor.""}]",7.0,0
Firm,RE - Residential,Contractor,C B Realty,C B REALTY,7121,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The subgroup 'Contractor' is present, but the name and category both indicate a real estate firm, not a contractor.""}]",7.0,0
Firm,RE - Residential,Contractor,Century 21 Eagle Rock,CENTURY 21 EAGLE ROCK,7123,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The name and original category indicate a real estate firm, but if 'Residential' is not explicit in their services, subgroup could be left NULL.""}]",7.0,0
Firm,RE - Residential,Contractor,Century 21 Golden West Realty,CENTURY 21 GOLDEN WEST REALTY,7124,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The name and original category indicate a real estate firm, but if 'Residential' is not explicit in their services, subgroup could be left NULL.""}]",7.0,0
Firm,RE - Residential,Contractor,Century 21 Magellan Realty,CENTURY 21 REMASTERED,7125,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The name and original category indicate a real estate firm, but if 'Residential' is not explicit in their services, subgroup could be left NULL.""}]",7.0,0
Firm,RE - Residential,Contractor,Century 21 Price Right,CENTURY 21 PRICE RIGHT,7126,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The name and original category indicate a real estate firm, but if 'Residential' is not explicit in their services, subgroup could be left NULL.""}]",7.0,0
Firm,RE - Residential,Contractor,Century 21 Riverside Realty,CENTURY 21 RIVERSIDE REALTY,7127,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The name and original category indicate a real estate firm, but if 'Residential' is not explicit in their services, subgroup could be left NULL.""}]",7.0,0
Firm,RE - Residential,Contractor,Century 21 Riverstone,CENTURY 21 RIVERSTONE,7128,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The name 'Century 21 Riverstone' and the input category 'RE - Residential' strongly indicate a real estate firm specializing in residential properties. The subgroup 'Contractor' is likely a misclassification. If there is no explicit indication of 'Residential', the subgroup could be left NULL, but here 'Residential' is clear.""}]",7.0,0
Firm,RE - Residential,Contractor,Century 21 Southern Idaho Realty,CENTURY 21 SOUTHERN IDAHO REALTY,7129,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The name 'Century 21 Southern Idaho Realty' and the input category 'RE - Residential' indicate a real estate firm focused on residential properties. The subgroup 'Contractor' is not appropriate here.""}]",7.0,0
Firm,RE - Residential,Contractor,Century 21 Whitewater Clark,CENTURY 21 WHITEWATER CLARK,7130,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The name 'Century 21 Whitewater Clark' and the input category 'RE - Residential' indicate a real estate firm specializing in residential properties. The subgroup 'Contractor' is likely a misclassification.""}]",7.0,0
Firm,RE - Commercial,Contractor,"Chalberg Financial Services, LLC","CHALBERG FINANCIAL SERVICES, LLC",7131,Private,Real Estate,Commercial,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The name 'Chalberg Financial Services, LLC' and the input category 'RE - Commercial' indicate a real estate firm focused on commercial properties. The subgroup 'Contractor' is not appropriate here.""}]",7.0,0
Firm,RE - Residential,Contractor,"Champion Real Estate, LLC.","CHAMPION REAL ESTATE, LLC.",7133,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The name 'Champion Real Estate, LLC.' and the input category 'RE - Residential' indicate a real estate firm specializing in residential properties. The subgroup 'Contractor' is likely a misclassification.""}]",7.0,0
Firm,RE - Residential,Contractor,Chase and Associates Realty,CHASE AND ASSOCIATES REALTY,7134,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name and category both indicate a real estate firm, but if there was ambiguity, 'Other' could be considered. However, 'Real Estate' is strongly indicated.""}]",7.0,0
Firm,Appraisal,Appraiser,Chase Appraisals,CHASE APPRAISALS,7135,Private,Appraisal,,100.0,[],7.0,0
Firm,Appraisal,Appraiser,Chateau Appraisals,CHATEAU APPRAISALS,7136,Private,Appraisal,,100.0,[],7.0,0
Firm,RE - Residential,Contractor,Choice Northwest Realty Corporation,CHOICE NORTHWEST REALTY CORPORATION,7137,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name and category both indicate a real estate firm, but if there was ambiguity, 'Other' could be considered. However, 'Real Estate' is strongly indicated.""}]",7.0,0
Firm,RE - Residential,Contractor,"Clark Idaho Real Estate, Inc.","CLARK IDAHO REAL ESTATE, INC.",7138,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name and category both indicate a real estate firm, but if there was ambiguity, 'Other' could be considered. However, 'Real Estate' is strongly indicated.""}]",7.0,0
Firm,RE - Residential,Contractor,"Clayton L Brown Real Estate, LLC","CLAYTON L BROWN REAL ESTATE, LLC",7139,Private,Real Estate,Residential,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The input subgroup is 'Contractor', but the name and category both indicate a real estate firm focused on residential properties. 'Contractor' is likely a misclassification.""}]",7.0,0
Firm,Appraisal,Appraiser,Clearwater Appraisal Service,CLEARWATER APPRAISAL SERVICE,7140,Private,Appraisal,,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Appraisal', 'entity_subgroup_id': 'NULL', 'confidence': 98.0, 'reasoning': 'The name and category both clearly indicate an appraisal service. Per rules, subgroup should be NULL.'}]",7.0,0
Firm,RE - Residential,Real Estate,Clemons Investments,CLEMONS INVESTMENTS,7141,Private,Real Estate,Residential,97.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': '', 'confidence': 20.0, 'reasoning': ""The name and both category and subgroup indicate a real estate investment firm focused on residential properties. 'Other' is not appropriate unless there is ambiguity.""}]",7.0,0
Firm,RE - Residential,Contractor,Clifford Properties,CLIFFORD PROPERTIES,7142,Private,Real Estate,Residential,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The name and category both indicate a real estate firm focused on residential properties. 'Contractor' is likely a misclassification.""}]",7.0,0
Firm,Other,Contractor,"CMAE, LLC","CMAE, LLC",7143,Private,Other,,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name is ambiguous and does not clearly indicate a contractor or any other specific category. 'Other' is safest, but 'Contractor' is a possible secondary classification due to the input subgroup.""}]",6.0,1
Firm,RE - Commercial,Contractor,Coldwell Banker Commercial Advisors,COLDWELL BANKER COMMERCIAL ADVISORS,7145,Private,Real Estate,Commercial,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The input subgroup is 'Contractor', but the name and category indicate a real estate brokerage, not a contractor.""}]",7.0,0
Firm,RE - Residential,Contractor,Coldwell Banker Distinctive Partners,COLDWELL BANKER DISTINCTIVE PROPERTIES,7146,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 25.0, 'reasoning': ""The input subgroup is 'Contractor', but the name and category indicate a real estate brokerage, not a contractor.""}]",7.0,0
Firm,RE - Residential,Contractor,Coleman Enterprises Inc.,COLEMAN ENTERPRISES INC.,7147,Private,Real Estate,Residential,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name is generic and could be a contractor, but the category is 'RE - Residential', which should be expanded to 'Real Estate' with 'Residential' as subgroup.""}]",7.0,0
Firm,RE - Commercial,Real Estate,Colliers International,COLLIERS INTERNATIONAL,7148,Private,Real Estate,Commercial,99.0,[],7.0,0
Firm,RE - Commercial,Real Estate,"Colliers Paragon, LLC","COLLIERS PARAGON, LLC",7149,Private,Real Estate,Commercial,99.0,[],7.0,0
Firm,RE - Commercial,Contractor,"Commerce Boise, LLC","COMMERCE BOISE, LLC",7150,Private,Real Estate,Commercial,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The input subgroup is 'Contractor', but the name and category both indicate a real estate company, not a contractor. 'Commerce Boise, LLC' and 'RE - Commercial' strongly suggest a commercial real estate firm.""}]",7.0,0
Firm,RE - Commercial,Contractor,Commercial Northwest LLC,COMMERCIAL NORTHWEST LLC,7151,Private,Real Estate,Commercial,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The name 'Commercial Northwest LLC' and the category 'RE - Commercial' indicate a real estate company, not a contractor. The subgroup 'Contractor' appears to be a misclassification.""}]",7.0,0
Firm,RE - Commercial,Contractor,"Commercial Ventures, Inc.","COMMERCIAL VENTURES, INC.",7152,Private,Real Estate,Commercial,97.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 35.0, 'reasoning': ""The name and category both indicate a commercial real estate business, not a contractor. The use of 'Ventures' and 'RE - Commercial' supports this.""}]",7.0,0
Firm,RE - Commercial,Contractor,Commerce Real Estate Solutions,COMMERCE REAL ESTATE SOLUTIONS,7153,Private,Real Estate,Commercial,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The name 'Commerce Real Estate Solutions' and the category 'RE - Commercial' clearly indicate a real estate company, not a contractor.""}]",7.0,0
Firm,RE - Residential,Contractor,Community Real Estate Company,COMMUNITY REAL ESTATE COMPANY,7154,Private,Real Estate,Residential,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The name 'Community Real Estate Company' and the category 'RE - Residential' indicate a residential real estate company, not a contractor.""}]",7.0,0
Firm,RE - Residential,Contractor,"Congress Realty, Inc.","CONGRESS REALTY, INC.",7157,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 10.0, 'reasoning': ""The input subgroup is 'Contractor', but the name and category indicate a real estate firm, not a contractor.""}]",7.0,0
Firm,RE - Residential,Contractor,Cook Realty Inc.,COOK REALTY INC.,7159,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 10.0, 'reasoning': 'The name and category indicate a real estate firm, not a contractor, despite the input subgroup.'}]",7.0,0
Firm,Appraisal,Firm,"Corbett Auctions & Appraisals, Inc.","CORBETT BOTTLES REAL ESTATE MARKETING, LLC",7160,Private,Appraisal,,100.0,[],7.0,0
Firm,RE - Residential,Contractor,"Core Group Realty, L.L.C.","CORE GROUP REALTY, L.L.C.",7161,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 10.0, 'reasoning': 'The name and category indicate a real estate firm, not a contractor, despite the input subgroup.'}]",7.0,0
Firm,RE - Residential,Contractor,Crawford Olson Real Estate Services,CRAWFORD OLSON REAL ESTATE SERVICES,7162,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 10.0, 'reasoning': 'The name and category indicate a real estate firm, not a contractor, despite the input subgroup.'}]",7.0,0
Firm,RE - Residential,Contractor,Creed Noah Real Estate Company,CREED NOAH REAL ESTATE COMPANY,7163,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name and category both indicate a real estate company, but if there was ambiguity, 'Other' could be considered. However, 'Real Estate' is strongly indicated.""}]",7.0,0
Firm,RE - Residential,Contractor,Crossroads Real Estate LLC,CROSSROADS REAL ESTATE LLC,7164,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name and category both indicate a real estate company, but if there was ambiguity, 'Other' could be considered. However, 'Real Estate' is strongly indicated.""}]",7.0,0
Firm,Landscape,Contractor,Curb King of Idaho,CURB KING OF IDAHO,7166,Private,Contractor,Landscape,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""The name suggests landscaping work, but if not a contractor, 'Other' could be considered. However, 'Contractor' with 'Landscape' specialty is most consistent.""}]",7.0,0
Firm,RE - Residential,Contractor,Cutler Team Real Estate LLC,CUTLER TEAM REAL ESTATE LLC,7168,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name and category both indicate a real estate company, but if there was ambiguity, 'Other' could be considered. However, 'Real Estate' is strongly indicated.""}]",7.0,0
Firm,RE - Residential,Contractor,D & S Development Realty,D & S DEVELOPMENT REALTY,7169,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name and category both indicate a real estate company, but if there was ambiguity, 'Other' could be considered. However, 'Real Estate' is strongly indicated.""}]",7.0,0
Firm,RE - Residential,Contractor,Coldwell Banker Tomlinson Group,COLDWELL BANKER TOMLINSON GROUP,7170,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 10.0, 'reasoning': ""The name 'Coldwell Banker Tomlinson Group' is a well-known real estate brokerage, not a contractor. The input subgroup 'Contractor' is likely a misclassification.""}]",7.0,0
Firm,RE - Residential,Contractor,"Coldwell Banker Classic Properties, Inc.","COLDWELL BANKER CLASSIC PROPERTIES, INC.",7172,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 10.0, 'reasoning': ""Coldwell Banker Classic Properties, Inc. is a real estate brokerage, not a contractor. The input subgroup 'Contractor' is likely a misclassification.""}]",7.0,0
Firm,RE - Residential,Realtor,Barker Realtors,Barker Realtors,7174,Private,Real Estate,Residential,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 5.0, 'reasoning': ""The name 'Barker Realtors' clearly indicates a real estate business, not another category.""}]",7.0,0
Firm,RE - Residential,Realtor,C.M.E. Real Estate,C.M.E. Real Estate,7175,Private,Real Estate,Residential,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 5.0, 'reasoning': ""The name 'C.M.E. Real Estate' clearly indicates a real estate business, not another category.""}]",7.0,0
Firm,RE - Residential,Contractor,Cunningham Real Estate Services,CUNNINGHAM REAL ESTATE SERVICES,7176,Private,Real Estate,Residential,97.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 10.0, 'reasoning': ""Cunningham Real Estate Services is a real estate business, not a contractor. The input subgroup 'Contractor' is likely a misclassification.""}]",7.0,0
Firm,Appraisal,Appraiser,Connie Millman Appraisals,Connie Millman Appraisals,7177,Private,Appraisal,,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""The name and input category both clearly indicate appraisal services, matching the 'Appraisal' rule. 'Appraiser' is not a valid subgroup per rules, so subgroup should be NULL.""}]",7.0,0
Firm,Law,Contractor,Cynthia A. Melillo PLLC,CYNTHIA A. MELILLO PLLC,7178,Private,Other,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 20.0, 'reasoning': ""The name suggests a law firm (PLLC), which does not fit any of the defined categories. 'Other' is most appropriate. 'Contractor' is not appropriate for a law firm.""}]",6.0,1
Agency,Government Agency,Public Agency,Bureau of Land Management,,7179,Public,Agency,Land,99.0,"[{'entity_group_id': 'Public', 'entity_category': 'Agency', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""Bureau of Land Management is a public agency managing land, so 'Agency' with 'Land' as subgroup is most precise.""}]",7.0,0
Firm,RE - Residential,Realtor,Barton H Ballantyne Real Estate,Barton H Ballantyne Real Estate,7181,Private,Real Estate,Residential,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""The name and input indicate residential real estate. 'RE' should be expanded to 'Real Estate', and 'Residential' is a valid subgroup.""}]",7.0,0
Firm,RE - Residential,Realtor,Better Homes and Gardens Real Estate 43 Degrees North (Bosie),Better Homes and Gardens Real Estate 43 Degrees North (Bosie),7182,Private,Real Estate,Residential,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""The name and input indicate residential real estate. 'RE' should be expanded to 'Real Estate', and 'Residential' is a valid subgroup.""}]",7.0,0
Firm,Law,Contractor,"Angstman Johnson, PLLC","Angstman, Johnson, Christensen & May, PLLC",7184,Private,Other,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 90.0, 'reasoning': ""The name indicates a law firm, which does not fit any of the defined categories such as Contractor, Real Estate, Builder, etc. 'Law' is not a recognized category in the rules, so 'Other' is most appropriate.""}]",6.0,1
Firm,RE - Residential,Contractor,"Brick Group Real Estate, Inc. (The)","BRICK GROUP REAL ESTATE, INC. (THE)",7185,Private,Real Estate,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'Residential', 'confidence': 98.0, 'reasoning': ""'RE' should be expanded to 'Real Estate'. The name and category both indicate a real estate firm specializing in residential, so 'Residential' is the correct subgroup.""}]",7.0,0
Firm,Builder,Contractor,"Boise Cascade Building Materials Distribution, L.L.C.","BOISE CASCADE BUILDING MATERIALS DISTRIBUTION, L.L.C.",7186,Private,Other,,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 85.0, 'reasoning': ""The company is a building materials distributor, not a builder or contractor. None of the defined categories fit, so 'Other' is most appropriate.""}]",6.0,1
